Nacimiento;Sexo;Residencia;Estrato;Frecuencia_compra;Sitio_compra;Base_compra;Impulso_compra;Combine_nueva;Info_etiqueta;Import_marquilla;Impacto_textil;Cal_impacto;Recurso_imp;Disposición_ropa;Uso_ropasegunda;Origen_compra
8/10/1994;Masculino;Itagüí;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Las tendencias o conceptos de moda., Referenciador, fashionista  o Blogger.;La compro por su utilidad.;Si.;No.;;Emisión de gases y uso de energía.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
13/10/1994;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Los precios bajos.;La compro por su utilidad.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
24/10/1994;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Internet.;Apariencia estética., Calidad., El comercio justo.;La compro por deseo.;No.;No.;;Oportunidad de empleos.;Altos;Humano.;La regalo o dono a alguien.;No.;Nacional - Local.
19/11/1994;Masculino;Medellín;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Calidad., El comercio justo.;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
7/12/1994;Femenino;Bello;2;Una vez por mes.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas., Internet.;Utilidad., Calidad., Las tendencias o conceptos de moda., Referenciador, fashionista  o Blogger., Los precios bajos.;La compro por deseo.;No.;Si.;Materiales., Instrucciones de cuidado.;Tendencias de conceptos y diseños.;Altos;Humano.;La regalo o dono a alguien.;No.;Nacional - Local.
7/12/1994;Masculino;Itagüí;3;Una vez al año.;Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Calidad., La marca o el almacén de compra.;La compro por su utilidad.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Humano.;La regalo o dono a alguien.;No.;Nacional - Local.
27/12/1994;Femenino;Bello;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales., almacenes cerca al barrio ;Utilidad., Calidad., Los precios bajos., comodidad;La compro por su utilidad.;Si.;Si.;Instrucciones de cuidado.;Oportunidad de empleos.;Medios;Aire.;La regalo o dono a alguien.;Si.;Nacional - Local.
1/01/1995;Masculino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Apariencia estética.;La compro por deseo.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Suelo.;La regalo o dono a alguien.;No.;Nacional - Local.
28/01/1995;Femenino;Envigado;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas.;Apariencia estética., Utilidad., Calidad., La marca o el almacén de compra.;La compro por deseo.;No.;Si.;Materiales., Instrucciones de cuidado.;Tendencias de conceptos y diseños.;Medios;Aire.;La regalo o dono a alguien.;No.;Importada.
6/02/1995;Masculino;Envigado;3;Una vez por mes.;Tiendas en centros comerciales., Internet.;Apariencia estética., Calidad., Las tendencias o conceptos de moda., La marca o el almacén de compra., Los precios bajos.;La compro por deseo.;Si.;Si.;Materiales., Instrucciones de cuidado., Lugar de fabricación., Empresa fabricante.;Tendencias de conceptos y diseños.;Altos;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
17/02/1995;Masculino;Bello;2;Una vez por mes.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño.;Apariencia estética., Las tendencias o conceptos de moda.;La compro por deseo.;Si.;No.;;Tendencias de conceptos y diseños.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
20/02/1995;Masculino;Medellín;2;Dos veces al año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Calidad., La marca o el almacén de compra., Los precios bajos.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Suelo.;La tiro a la basura.;Si.;Nacional - Local.
24/04/1995;Masculino;Medellín;5;Una vez por mes.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Calidad., Los precios bajos.;La compro por deseo.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
24/04/1995;Masculino;Medellín;5;Una vez por mes.;Tiendas en centros comerciales.;Apariencia estética., Calidad., La marca o el almacén de compra., Los precios bajos.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
24/05/1995;Femenino;La Estrella;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Internet.;Apariencia estética., Utilidad., Calidad., Las tendencias o conceptos de moda., La marca o el almacén de compra., Los precios bajos.;La compro por su utilidad.;Si.;Si.;Empresa fabricante.;Acumulación de residuos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
21/06/1995;Femenino;Medellín;5;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas.;Apariencia estética., Los precios bajos.;La compro por deseo.;No.;No.;;Emisión de gases y uso de energía.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
22/06/1995;Femenino;Medellín;5;Una vez al año.;Tiendas en centros comerciales.;Apariencia estética., Calidad., La marca o el almacén de compra., El comercio justo.;La compro por su utilidad.;Si.;Si.;Lugar de fabricación., Empresa fabricante.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
4/07/1995;Femenino;Medellín;2;De 3 a cuatro veces por año.;Tiendas por departamentos o almacenes de cadena.;Calidad.;La compro por su utilidad.;Si.;No.;;El crecimiento económico de los países.;Medios;Aire.;La regalo o dono a alguien.;Si.;Nacional - Local.
13/08/1995;Masculino;Medellín;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Tiendas de segunda mano o roperos.;Apariencia estética., Utilidad., Calidad., Los precios bajos.;La compro por su utilidad.;Si.;Si.;Materiales., Lugar de fabricación.;Oportunidad de empleos.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
5/09/1995;Femenino;Medellín;2;Una vez por mes.;Tiendas por departamentos o almacenes de cadena.;Los precios bajos.;La compro por deseo.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
6/09/1995;Femenino;Envigado;4;De 3 a cuatro veces por año.;En cualquier lugar donde vea ropa que me agrade la forma y el material.;Apariencia estética., Utilidad., Calidad.;La compro por su utilidad.;Si.;No.;;Emisión de gases y uso de energía.;Altos;Agua.;La regalo o dono a alguien.;No.;Importada.
13/09/1995;Femenino;Medellín;3;Una vez por mes.;Catálogos físicos o revistas de ventas., Internet.;Apariencia estética., Utilidad.;La compro por deseo.;Si.;No.;;Oportunidad de empleos.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
6/10/1995;Femenino;Itagüí;3;Una vez por mes.;Tiendas en centros comerciales., Internet.;Apariencia estética., Utilidad., Calidad., La marca o el almacén de compra., Los precios bajos.;La compro por su utilidad.;Si.;Si.;Materiales., Instrucciones de cuidado., Lugar de fabricación.;Tendencias de conceptos y diseños.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
22/10/1995;Femenino;Medellín;3;Una vez por mes.;Catálogos físicos o revistas de ventas.;Apariencia estética.;La compro por deseo.;No.;No.;;El crecimiento económico de los países.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
24/10/1995;Masculino;Itagüí;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Utilidad.;La compro por deseo.;Si.;Si.;Instrucciones de cuidado.;Oportunidad de empleos.;Medios;Humano.;La regalo o dono a alguien.;No.;Nacional - Local.
13/11/1995;Femenino;Girardota;2;De 3 a cuatro veces por año.;Tiendas de autor o marcas locales de diseño.;El comercio justo.;La compro por su utilidad.;Si.;No.;;Tendencias de conceptos y diseños.;Altos;Agua.;La transformo en otra prenda u objeto..;Si.;Nacional - Local.
1/03/1996;Femenino;Itagüí;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Calidad., Las tendencias o conceptos de moda.;La compro por deseo.;Si.;Si.;Materiales., Instrucciones de cuidado.;El crecimiento económico de los países.;Altos;Aire.;La regalo o dono a alguien.;Si.;Nacional - Local.
6/03/1996;Femenino;Medellín;3;Una vez por mes.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Catálogos físicos o revistas de ventas.;Apariencia estética., Utilidad., Referenciador, fashionista  o Blogger.;La compro por deseo.;Si.;Si.;Instrucciones de cuidado.;El crecimiento económico de los países.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
14/03/1996;Masculino;Bello;2;Una vez por semana.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Internet.;Apariencia estética., Las tendencias o conceptos de moda., Referenciador, fashionista  o Blogger.;La compro por deseo.;Si.;No.;;Tendencias de conceptos y diseños.;Medios;Agua.;La regalo o dono a alguien.;Si.;Importada.
21/04/1996;Femenino;Medellín;3;De 3 a cuatro veces por año.;Catálogos físicos o revistas de ventas.;Los precios bajos.;La compro por su utilidad.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Aire.;La regalo o dono a alguien.;Si.;Nacional - Local.
21/04/1996;Femenino;Medellín;3;De 3 a cuatro veces por año.;Catálogos físicos o revistas de ventas.;Los precios bajos.;La compro por su utilidad.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Aire.;La regalo o dono a alguien.;Si.;Nacional - Local.
29/04/1996;Masculino;Medellín;2;Dos veces al año.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas., Internet.;Calidad., Comodidad;La compro por su utilidad.;Si.;Si.;Materiales.;El crecimiento económico de los países.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
12/05/1996;Femenino;Medellín;2;De 3 a cuatro veces por año.;Tiendas por departamentos o almacenes de cadena.;Calidad.;La compro por su utilidad.;Si.;No.;;Contaminación de aguas y suelos.;Medios;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
12/05/1996;Femenino;Medellín;2;De 3 a cuatro veces por año.;Tiendas por departamentos o almacenes de cadena.;Calidad.;La compro por su utilidad.;Si.;No.;;Contaminación de aguas y suelos.;Medios;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
10/06/1996;Femenino;Medellín;2;De 3 a cuatro veces por año.;Tiendas de autor o marcas locales de diseño., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas.;Utilidad., Los precios bajos.;La compro por deseo.;No.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
24/06/1996;Masculino;Bello;1;Dos veces al año.;Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Calidad.;La compro por su utilidad.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Suelo.;La regalo o dono a alguien.;Si.;Nacional - Local.
31/07/1996;Masculino;Medellín;4;Una vez por mes.;Tiendas en centros comerciales., Internet.;Apariencia estética., Utilidad., Calidad., Las tendencias o conceptos de moda., La marca o el almacén de compra., El comercio justo., Los precios bajos.;La compro por deseo.;No.;Si.;Materiales.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
23/08/1996;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas.;Calidad.;La compro por deseo.;Si.;Si.;No;Tendencias de conceptos y diseños.;Medios;Humano.;La regalo o dono a alguien.;No.;Nacional - Local.
2/09/1996;Femenino;Bello;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño.;Apariencia estética., Calidad.;La compro por deseo.;No.;No.;;Emisión de gases y uso de energía.;Altos;Suelo.;La regalo o dono a alguien.;Si.;Nacional - Local.
8/09/1996;Masculino;Medellín;2;Una vez por mes.;Tiendas en centros comerciales.;Apariencia estética., Utilidad., Calidad.;La compro por su utilidad.;Si.;No.;;Tendencias de conceptos y diseños.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
14/09/1996;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Apariencia estética., Calidad., La marca o el almacén de compra.;La compro por deseo.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Humano.;La regalo o dono a alguien.;No.;Importada.
20/09/1996;Femenino;Medellín;5;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Las tendencias o conceptos de moda., Referenciador, fashionista  o Blogger., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
30/10/1996;Femenino;Medellín;2;Dos veces al año.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas.;Utilidad.;La compro por su utilidad.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La tiro a la basura.;No.;Nacional - Local.
2/11/1996;Femenino;Caldas;3;Una vez por mes.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas., Tiendas de segunda mano o roperos.;Utilidad., Calidad., El comercio justo., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
23/11/1996;Masculino;Medellín;2;Una vez por semana.;Tiendas por departamentos o almacenes de cadena.;Apariencia estética.;La compro por su utilidad.;Si.;No.;;El crecimiento económico de los países.;Altos;Humano.;La regalo o dono a alguien.;No.;Nacional - Local.
21/12/1996;Femenino;Envigado;2;Una vez por mes.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas.;Apariencia estética.;La compro por deseo.;Si.;Si.;Empresa fabricante.;El crecimiento económico de los países.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
29/12/1996;Femenino;Medellín;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Calidad.;La compro por deseo.;Si.;No.;;Oportunidad de empleos.;Altos;Aire.;La regalo o dono a alguien.;Si.;Nacional - Local.
14/01/1997;Femenino;Medellín;3;De 3 a cuatro veces por año.;Centro;Apariencia estética., Utilidad., Los precios bajos.;La compro por deseo.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Importada.
14/01/1997;Femenino;La Estrella;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas.;Apariencia estética., Utilidad., Calidad., La marca o el almacén de compra., El comercio justo., Materiales ecológicos., Los precios bajos.;La compro por su utilidad.;Si.;Si.;Materiales., Instrucciones de cuidado., Lugar de fabricación., Empresa fabricante.;Contaminación de aguas y suelos.;Altos;Agua.;La uso para otro fin.;Si.;Nacional - Local.
14/01/1997;Femenino;La Estrella;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas.;Apariencia estética., Utilidad., Calidad., La marca o el almacén de compra., Los precios bajos.;La compro por su utilidad.;Si.;Si.;Materiales., Instrucciones de cuidado., Lugar de fabricación., Empresa fabricante.;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
14/01/1997;Femenino;La Estrella;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas.;Utilidad., Calidad., La marca o el almacén de compra., El comercio justo., Los precios bajos.;La compro por su utilidad.;Si.;Si.;Materiales., Instrucciones de cuidado., Lugar de fabricación., Empresa fabricante.;Contaminación de aguas y suelos.;Altos;Agua.;La transformo en otra prenda u objeto..;Si.;Nacional - Local.
25/01/1997;Femenino;Bello;2;Dos veces al año.;Tiendas de segunda mano o roperos.;Apariencia estética., Calidad.;La compro por deseo.;Si.;Si.;Materiales., Instrucciones de cuidado.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La transformo en otra prenda u objeto..;Si.;Nacional - Local.
5/02/1997;Femenino;Medellín;2;Dos veces al año.;Catálogos físicos o revistas de ventas.;Los precios bajos.;La compro por su utilidad.;Si.;No.;;Oportunidad de empleos.;Medios;Aire.;La regalo o dono a alguien.;No.;Nacional - Local.
14/02/1997;Masculino;Bello;3;Una vez por mes.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Calidad., Las tendencias o conceptos de moda., Los precios bajos.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
22/02/1997;Femenino;Medellín;3;Una vez por mes.;Catálogos físicos o revistas de ventas.;Utilidad., Calidad., Los precios bajos.;La compro por deseo.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
25/02/1997;Masculino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Utilidad., Calidad., Materiales ecológicos., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
26/03/1997;Femenino;Medellín;3;Una vez por semana.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas.;Apariencia estética., La marca o el almacén de compra.;La compro por deseo.;No.;Si.;Materiales., Empresa fabricante.;Acumulación de residuos.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
2/04/1997;Femenino;Medellín;3;Dos veces al año.;Tiendas en centros comerciales.;La marca o el almacén de compra.;La compro por su utilidad.;Si.;No.;;Oportunidad de empleos.;Medios;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
21/04/1997;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Apariencia estética., Las tendencias o conceptos de moda., La marca o el almacén de compra.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Bajos;Aire.;La regalo o dono a alguien.;Si.;Importada.
19/05/1997;Masculino;Bello;3;Una vez por mes.;Tiendas en centros comerciales.;Apariencia estética., Calidad., Los precios bajos.;La compro por deseo.;No.;No.;;Acumulación de residuos.;Medios;Aire.;La regalo o dono a alguien.;No.;Nacional - Local.
5/06/1997;Femenino;Bello;4;Una vez por mes.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño.;Apariencia estética., Utilidad., Calidad., Las tendencias o conceptos de moda., Que el precio sea proporcional a la calidad y diseño;La compro por deseo.;Si.;Si.;Materiales., Lugar de fabricación.;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
21/06/1997;Femenino;Copacabana;2;Una vez por mes.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas.;Utilidad.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
1/08/1997;Femenino;Medellín;4;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Internet.;Apariencia estética., Calidad., Las tendencias o conceptos de moda., La marca o el almacén de compra., El comercio justo.;La compro por deseo.;Si.;Si.;Materiales.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La transformo en otra prenda u objeto..;No.;Nacional - Local.
1/08/1997;Masculino;Medellín;2;Una vez por mes.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Tiendas por departamentos o almacenes de cadena., Tiendas de segunda mano o roperos., Internet.;Apariencia estética., Los precios bajos.;La compro por deseo.;No.;No.;;Tendencias de conceptos y diseños.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
9/08/1997;Femenino;Barbosa;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Utilidad.;La compro por deseo.;Si.;No.;;Emisión de gases y uso de energía.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
10/08/1997;Femenino;Medellín;4;Dos veces al año.;Tiendas por departamentos o almacenes de cadena.;Calidad.;La compro por su utilidad.;No.;No.;;Oportunidad de empleos.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
13/08/1997;Femenino;Medellín;3;Una vez por semana.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas.;Apariencia estética., Calidad., La marca o el almacén de compra.;La compro por deseo.;Si.;No.;;Tendencias de conceptos y diseños.;Altos;Aire.;La regalo o dono a alguien.;No.;Nacional - Local.
30/08/1997;Masculino;Itagüí;1;No compro.;Tiendas de autor o marcas locales de diseño., Catálogos físicos o revistas de ventas., Internet.;Comodidad;La compro por su utilidad.;Si.;No.;;Tendencias de conceptos y diseños.;Medios;Humano.;La transformo en otra prenda u objeto..;No.;Nacional - Local.
6/09/1997;Femenino;Medellín;2;Una vez al año.;Tiendas por departamentos o almacenes de cadena.;Apariencia estética.;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
7/09/1997;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Apariencia estética., Utilidad., Calidad., Las tendencias o conceptos de moda., Los precios bajos.;La compro por deseo.;No.;Si.;Instrucciones de cuidado., Lugar de fabricación.;Emisión de gases y uso de energía.;Altos;Agua.;La transformo en otra prenda u objeto..;Si.;Nacional - Local.
1/10/1997;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Utilidad., Calidad., Las tendencias o conceptos de moda.;La compro por su utilidad.;Si.;No.;;Tendencias de conceptos y diseños.;Medios;Suelo.;La regalo o dono a alguien.;No.;Importada.
3/10/1997;Femenino;Envigado;4;De 3 a cuatro veces por año.;Tiendas de segunda mano o roperos.;Apariencia estética.;La compro por deseo.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
16/10/1997;Masculino;Bello;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Tiendas de segunda mano o roperos., Internet.;Apariencia estética., Utilidad., Calidad., Las tendencias o conceptos de moda., La marca o el almacén de compra., Los precios bajos.;La compro por su utilidad.;Si.;Si.;Materiales., Lugar de fabricación., Empresa fabricante.;El crecimiento económico de los países.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
6/11/1997;Femenino;Copacabana;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Calidad., La marca o el almacén de compra., Los precios bajos.;La compro por su utilidad.;Si.;Si.;Instrucciones de cuidado.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Humano.;La regalo o dono a alguien.;Si.;Importada.
20/11/1997;Masculino;Medellín;3;No compro.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas., Tiendas de segunda mano o roperos.;Apariencia estética., Utilidad., Calidad., El comercio justo., Los precios bajos.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Suelo.;La regalo o dono a alguien.;No.;Nacional - Local.
11/12/1997;Femenino;Medellín;2;Una vez por mes.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas.;Calidad., Los precios bajos.;La compro por deseo.;No.;No.;;Oportunidad de empleos.;Medios;Humano.;La regalo o dono a alguien.;No.;Nacional - Local.
30/12/1997;Femenino;Envigado;2;Dos veces al año.;Tiendas en centros comerciales.;Calidad., Los precios bajos.;La compro por deseo.;No.;No.;;Oportunidad de empleos.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
6/01/1998;Femenino;Sabaneta;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Calidad., La marca o el almacén de compra., Referenciador, fashionista  o Blogger.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Suelo.;La regalo o dono a alguien.;No.;Nacional - Local.
4/02/1998;Femenino;Medellín;4;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Calidad., Los precios bajos.;La compro por deseo.;Si.;Si.;Materiales.;Acumulación de residuos.;Altos;Agua.;La regalo o dono a alguien.;No.;Importada.
21/02/1998;Femenino;Girardota;2;Dos veces al año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas., Internet.;Apariencia estética., Utilidad., Calidad., Las tendencias o conceptos de moda., La marca o el almacén de compra., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Acumulación de residuos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
25/03/1998;Femenino;Medellín;4;Dos veces al año.;Tiendas en centros comerciales., Tiendas de segunda mano o roperos.;Utilidad.;La compro por su utilidad.;Si.;Si.;Lugar de fabricación.;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
16/04/1998;Femenino;Medellín;1;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de segunda mano o roperos.;Calidad.;La compro por deseo.;No.;Si.;Materiales., Instrucciones de cuidado.;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
13/05/1998;Femenino;Medellín;4;Una vez por mes.;Tiendas en centros comerciales.;Apariencia estética.;La compro por deseo.;Si.;Si.;Materiales., Instrucciones de cuidado.;Tendencias de conceptos y diseños.;Medios;Agua.;La regalo o dono a alguien.;No.;Importada.
17/05/1998;Femenino;Medellín;5;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Internet.;Apariencia estética., Calidad., La marca o el almacén de compra., El comercio justo.;La compro por su utilidad.;Si.;No.;;Tendencias de conceptos y diseños.;Medios;Suelo.;La regalo o dono a alguien.;Si.;Nacional - Local.
